"ITTER107","Territorio","TIPO_DATO15","Tipo di indicatore demografico","SEXISTAT1","Sesso","ETA1","Età","STATCIV2","Stato civile","TIME","Seleziona periodo","Value","Flag Codes","Flags"
"007066","Sarre","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",4856,"p","dato provvisorio"
"092066","Sarroch","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",5226,"p","dato provvisorio"
"040044","Sarsina","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",3372,"p","dato provvisorio"
"052031","Sarteano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",4625,"p","dato provvisorio"
"018146","Sartirana Lomellina","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1539,"p","dato provvisorio"
"091077","Sarule","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1664,"p","dato provvisorio"
"011027","Sarzana","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",22148,"p","dato provvisorio"
"065136","Sassano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",4868,"p","dato provvisorio"
"009055","Sassello","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1767,"p","dato provvisorio"
"049019","Sassetta","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",465,"p","dato provvisorio"
"062072","Sassinoro","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",641,"p","dato provvisorio"
"076082","Sasso di Castalda","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",795,"p","dato provvisorio"
"037057","Sasso Marconi","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",14953,"p","dato provvisorio"
"041060","Sassofeltrio","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1368,"p","dato provvisorio"
"042044","Sassoferrato","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",6991,"p","dato provvisorio"
"036040","Sassuolo","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",40834,"p","dato provvisorio"
"079123","Satriano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",3440,"p","dato provvisorio"
"076083","Satriano di Lucania","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",2291,"p","dato provvisorio"
"030107","Sauris","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",394,"p","dato provvisorio"
"001258","Sauze di Cesana","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",245,"p","dato provvisorio"
"001259","Sauze d'Oulx","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1090,"p","dato provvisorio"
"073026","Sava","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",15814,"p","dato provvisorio"
"101023","Savelli","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1136,"p","dato provvisorio"
"063076","Saviano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",16338,"p","dato provvisorio"
"004215","Savigliano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",21665,"p","dato provvisorio"
"064096","Savignano Irpino","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1087,"p","dato provvisorio"
"036041","Savignano sul Panaro","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",9289,"p","dato provvisorio"
"040045","Savignano sul Rubicone","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",17948,"p","dato provvisorio"
"010057","Savignone","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",3083,"p","dato provvisorio"
"017175","Saviore dell'Adamello","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",872,"p","dato provvisorio"
"083093","Savoca","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1732,"p","dato provvisorio"
"030108","Savogna","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",361,"p","dato provvisorio"
"031022","Savogna d'Isonzo-Sovodnje ob Soči","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1701,"p","dato provvisorio"
"076084","Savoia di Lucania","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1065,"p","dato provvisorio"
"068039","Scafa","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",3599,"p","dato provvisorio"
"065137","Scafati","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",49997,"p","dato provvisorio"
"004216","Scagnello","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",182,"p","dato provvisorio"
"065138","Scala","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1522,"p","dato provvisorio"
"078137","Scala Coeli","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",895,"p","dato provvisorio"
"018147","Scaldasole","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",887,"p","dato provvisorio"
"078138","Scalea","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",11363,"p","dato provvisorio"
"001260","Scalenghe","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",3267,"p","dato provvisorio"
"083094","Scaletta Zanclea","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1958,"p","dato provvisorio"
"064097","Scampitella","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1126,"p","dato provvisorio"
"101024","Scandale","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",2998,"p","dato provvisorio"
"035040","Scandiano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",25896,"p","dato provvisorio"
"048041","Scandicci","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",50786,"p","dato provvisorio"
"019092","Scandolara Ravara","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1347,"p","dato provvisorio"
"019093","Scandolara Ripa d'Oglio","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",545,"p","dato provvisorio"
"057064","Scandriglia","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",3125,"p","dato provvisorio"
"066093","Scanno","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1762,"p","dato provvisorio"
"095051","Scano di Montiferro","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1461,"p","dato provvisorio"
"053023","Scansano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",4348,"p","dato provvisorio"
"077031","Scanzano Jonico","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",7612,"p","dato provvisorio"
"016194","Scanzorosciate","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",9925,"p","dato provvisorio"
"094048","Scapoli","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",642,"p","dato provvisorio"
"053024","Scarlino","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",3904,"p","dato provvisorio"
"001261","Scarmagno","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",826,"p","dato provvisorio"
"004217","Scarnafigi","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",2133,"p","dato provvisorio"
"021087","Scena/Schenna","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",2916,"p","dato provvisorio"
"069087","Scerni","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",3127,"p","dato provvisorio"
"054046","Scheggia e Pascelupo","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1347,"p","dato provvisorio"
"054047","Scheggino","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",464,"p","dato provvisorio"
"069088","Schiavi di Abruzzo","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",732,"p","dato provvisorio"
"024099","Schiavon","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",2648,"p","dato provvisorio"
"013211","Schignano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",870,"p","dato provvisorio"
"016195","Schilpario","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1153,"p","dato provvisorio"
"024100","Schio","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",38981,"p","dato provvisorio"
"020060","Schivenoglia","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1132,"p","dato provvisorio"
"084041","Sciacca","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",40068,"p","dato provvisorio"
"082068","Sciara","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",2674,"p","dato provvisorio"
"088011","Scicli","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",26837,"p","dato provvisorio"
"080084","Scido","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",881,"p","dato provvisorio"
"078139","Scigliano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1177,"p","dato provvisorio"
"080085","Scilla","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",4798,"p","dato provvisorio"
"082081","Scillato","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",613,"p","dato provvisorio"
"001262","Sciolze","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1455,"p","dato provvisorio"
"063077","Scisciano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",6129,"p","dato provvisorio"
"082069","Sclafani Bagni","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",397,"p","dato provvisorio"
"066094","Scontrone","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",544,"p","dato provvisorio"
"002134","Scopa","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",372,"p","dato provvisorio"
"002135","Scopello","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",365,"p","dato provvisorio"
"066095","Scoppito","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",3812,"p","dato provvisorio"
"087049","Scordia","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",16701,"p","dato provvisorio"
"075073","Scorrano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",6856,"p","dato provvisorio"
"027037","Scorzè","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",19070,"p","dato provvisorio"
"066096","Scurcola Marsicana","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",2781,"p","dato provvisorio"
"022171","Scurelle","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1400,"p","dato provvisorio"
"005103","Scurzolengo","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",539,"p","dato provvisorio"
"008057","Seborga","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",275,"p","dato provvisorio"
"066097","Secinaro","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",331,"p","dato provvisorio"
"075074","Seclì","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1858,"p","dato provvisorio"
"098052","Secugnago","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1952,"p","dato provvisorio"
"030109","Sedegliano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",3745,"p","dato provvisorio"
"025053","Sedico","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",10204,"p","dato provvisorio"
"095052","Sedilo","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",2049,"p","dato provvisorio"
"090065","Sedini","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1296,"p","dato provvisorio"
"015204","Sedriano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",12484,"p","dato provvisorio"
"016196","Sedrina","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",2510,"p","dato provvisorio"
"043050","Sefro","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",436,"p","dato provvisorio"
"053025","Seggiano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",990,"p","dato provvisorio"
"058102","Segni","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",9192,"p","dato provvisorio"
"022172","Segonzano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1422,"p","dato provvisorio"
"015205","Segrate","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",36579,"p","dato provvisorio"
"026079","Segusino","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1865,"p","dato provvisorio"
"092068","Selargius","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",29202,"p","dato provvisorio"
"057065","Selci","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1081,"p","dato provvisorio"
"054048","Sellano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1032,"p","dato provvisorio"
"017176","Sellero","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1428,"p","dato provvisorio"
"079126","Sellia","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",512,"p","dato provvisorio"
"079127","Sellia Marina","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",7698,"p","dato provvisorio"
"021088","Selva dei Molini/Mühlwald","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1421,"p","dato provvisorio"
"025054","Selva di Cadore","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",493,"p","dato provvisorio"
"023080","Selva di Progno","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",894,"p","dato provvisorio"
"021089","Selva di Val Gardena/Wolkenstein in Gröden","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",2586,"p","dato provvisorio"
"028086","Selvazzano Dentro","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",23207,"p","dato provvisorio"
"016197","Selvino","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",2020,"p","dato provvisorio"
"090066","Semestene","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",142,"p","dato provvisorio"
"018148","Semiana","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",204,"p","dato provvisorio"
"080086","Seminara","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",2609,"p","dato provvisorio"
"053028","Semproniano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1003,"p","dato provvisorio"
"015206","Senago","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",21625,"p","dato provvisorio"
"021091","Senales/Schnals","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1245,"p","dato provvisorio"
"021118","Senale-San Felice/Unsere Liebe Frau im Walde-St. Felix","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",760,"p","dato provvisorio"
"095053","Seneghe","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1734,"p","dato provvisorio"
"064098","Senerchia","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",770,"p","dato provvisorio"
"017177","Seniga","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1455,"p","dato provvisorio"
"042045","Senigallia","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",44659,"p","dato provvisorio"
"095054","Senis","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",433,"p","dato provvisorio"
"076085","Senise","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",6863,"p","dato provvisorio"
"013212","Senna Comasco","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",3158,"p","dato provvisorio"
"098053","Senna Lodigiana","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1835,"p","dato provvisorio"
"095055","Sennariolo","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",161,"p","dato provvisorio"
"090067","Sennori","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",7135,"p","dato provvisorio"
"070075","Sepino","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1833,"p","dato provvisorio"
"093042","Sequals","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",2233,"p","dato provvisorio"
"046028","Seravezza","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",12771,"p","dato provvisorio"
"108039","Seregno","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",45447,"p","dato provvisorio"
"025055","Seren del Grappa","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",2429,"p","dato provvisorio"
"019094","Sergnano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",3542,"p","dato provvisorio"
"016198","Seriate","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",25380,"p","dato provvisorio"
"016199","Serina","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",2062,"p","dato provvisorio"
"064099","Serino","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",7010,"p","dato provvisorio"
"017178","Serle","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",3057,"p","dato provvisorio"
"020061","Sermide e Felonica","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",7259,"p","dato provvisorio"
"059027","Sermoneta","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",10052,"p","dato provvisorio"
"026080","Sernaglia della Battaglia","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",6169,"p","dato provvisorio"
"014059","Sernio","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",488,"p","dato provvisorio"
"005104","Serole","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",113,"p","dato provvisorio"
"078140","Serra d'Aiello","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",511,"p","dato provvisorio"
"042046","Serra de' Conti","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",3720,"p","dato provvisorio"
"010058","Serra Riccò","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",7711,"p","dato provvisorio"
"102037","Serra San Bruno","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",6549,"p","dato provvisorio"
"042047","Serra San Quirico","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",2671,"p","dato provvisorio"
"006159","Serralunga di Crea","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",523,"p","dato provvisorio"
"054049","Sigillo","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",2321,"p","dato provvisorio"
"048044","Signa","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",19018,"p","dato provvisorio"
"021093","Silandro/Schlanders","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",6242,"p","dato provvisorio"
"091083","Silanus","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",2060,"p","dato provvisorio"
"026081","Silea","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",10221,"p","dato provvisorio"
"090068","Siligo","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",838,"p","dato provvisorio"
"003138","Sillavengo","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",554,"p","dato provvisorio"
"006162","Silvano d'Orba","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1911,"p","dato provvisorio"
"018149","Silvano Pietra","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",663,"p","dato provvisorio"
"067040","Silvi","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",15649,"p","dato provvisorio"
"095058","Simala","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",307,"p","dato provvisorio"
"095059","Simaxis","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",2186,"p","dato provvisorio"
"102038","Simbario","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",930,"p","dato provvisorio"
"079133","Simeri Crichi","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",4708,"p","dato provvisorio"
"083095","Sinagra","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",2601,"p","dato provvisorio"
"052033","Sinalunga","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",12455,"p","dato provvisorio"
"091084","Sindia","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1671,"p","dato provvisorio"
"095060","Sini","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",488,"p","dato provvisorio"
"004220","Sinio","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",493,"p","dato provvisorio"
"091085","Siniscola","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",11559,"p","dato provvisorio"
"092080","Sinnai","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",17664,"p","dato provvisorio"
"080089","Sinopoli","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1955,"p","dato provvisorio"
"064100","Sirignano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",2841,"p","dato provvisorio"
"095061","Siris","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",224,"p","dato provvisorio"
"017179","Sirmione","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",8336,"p","dato provvisorio"
"042048","Sirolo","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",4101,"p","dato provvisorio"
"097075","Sirone","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",2313,"p","dato provvisorio"
"097076","Sirtori","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",2813,"p","dato provvisorio"
"018150","Siziano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",6273,"p","dato provvisorio"
"003139","Sizzano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1407,"p","dato provvisorio"
"021094","Sluderno/Schluderns","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1839,"p","dato provvisorio"
"109039","Smerillo","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",333,"p","dato provvisorio"
"023081","Soave","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",7149,"p","dato provvisorio"
"030110","Socchieve","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",883,"p","dato provvisorio"
"095078","Soddì","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",119,"p","dato provvisorio"
"040046","Sogliano al Rubicone","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",3181,"p","dato provvisorio"
"075075","Sogliano Cavour","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",3984,"p","dato provvisorio"
"005107","Soglio","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",152,"p","dato provvisorio"
"017180","Soiano del Lago","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1920,"p","dato provvisorio"
"024101","Solagna","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1864,"p","dato provvisorio"
"089018","Solarino","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",7885,"p","dato provvisorio"
"015213","Solaro","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",14102,"p","dato provvisorio"
"039018","Solarolo","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",4506,"p","dato provvisorio"
"019096","Solarolo Rainerio","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",940,"p","dato provvisorio"
"095062","Solarussa","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",2345,"p","dato provvisorio"
"012121","Solbiate Arno","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",4081,"p","dato provvisorio"
"012122","Solbiate Olona","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",5433,"p","dato provvisorio"
"008058","Soldano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1013,"p","dato provvisorio"
"006163","Solero","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1634,"p","dato provvisorio"
"028087","Solesino","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",6924,"p","dato provvisorio"
