,Town,Population,Taxable Income,Taxable_Income_Pro_capite,Prov,Regione,Lat,Long,4$_Restaurant,4$_Restaurant_Pro_capite,Pop_rad_15km,4$_Restaurant_Pro_capite_2,Italian_V,Office_V,Café_V,Landmark_V,Art Gallery_V,Tot_Venues,Boutique_V,Bank_V,Gourmet_V,Apparel_V,Church_V,Ice Cream_V,Pharmacy_V,Jewelry_V,Men's Store_V,Salon / Barbershop_V,Women's Store_V,Doctor's Office_V,Accessories_V,Plaza_V,Building_V,Optical_V,Historic Site_V,Food & Drink_V,Convention Center_V,Sandwiches_V,School_V,Adult Boutique_V,Lounge_V,Parking_V,Racetrack_V,Restaurant_V,Hotel_V,Science Museum_V,Government_V,Coffee Shop_V,Mobile Phones_V,Performing Arts_V,Advertising Agency_V,Bakery_V,Newsstand_V,Cosmetics_V,Gift Shop_V,Nail Salon_V,Shoes_V,Music Venue_V,Bar_V,Perfume Shop_V,Candy Store_V,Tattoo_V,Pet Store_V,Tourist Information_V,Shop_V,Convenience Store_V,Tailor_V,Smoke Shop_V,Herbs & Spices Store_V,Toys & Games_V,Market_V,Financial / Legal_V,Baby Store_V,Pizza_V,Office Supplies_V,Kids Store_V,Japanese_V,Wine Bar_V,Town Hall_V,Bookstore_V,Trattoria/Osteria_V,Medical Lab_V,Scenic Lookout_V,Brewery_V,Fabric Shop_V,Butcher_V,Post Office_V,Health & Beauty_V,Driving School_V,Luggage Store_V,Food Truck_V,Recreation Center_V,Diner_V,Dentist's Office_V,Furniture / Home_V,Other Repair_V,Campaign_V,B & B_V,Eye Doctor_V,Art Museum_V,Bike_V,Cocktail_V,Wine Shop_V,Public Art_V,Non-Profit_V,Desserts_V,Dive Bar_V,Travel_V,Bus_V,Palace_V,Beer Bar_V,Theater_V,Park_V,Burgers_V,Playground_V,Train Station_V,Tech Startup_V,Business Services_V,Cineplex_V,Pub_V,Falafel_V,Travel Agency_V,Entertainment_V,Bus Station_V,Fountain_V,Arts & Crafts_V,Event Space_V,Drugstore_V,Fast Food_V,Cemetery_V,Buffet_V,Outdoor Sculpture_V,Museum_V,Concert Hall_V,Winery_V,Coworking Space_V,Spa_V,History Museum_V,Indie Movies_V,Cupcakes_V,Community College_V,Lingerie_V,Hardware_V,Piadineria_V,Martial Arts_V,Electronics_V,Other Outdoors_V,Gym / Fitness_V,Residential_V,Mac & Cheese_V,Library_V,Flower Shop_V,Beer Garden_V,Real Estate_V,Mediterranean_V,Meeting Room_V,Arts & Entertainment_V,Bistro_V,Sporting Goods_V,Grocery Store_V,Farmer's Market_V,Irish_V,Lab_V,Hookah Bar_V,Cultural Center_V,Music Store_V,Snacks_V,Gastropub_V,Pedestrian Street/Plaza_V,Seafood_V,Tea Room_V,Speakeasy_V,Vegetarian / Vegan_V,Hobbies_V,Yogurt_V,Chocolate Shop_V,Police Station_V,Warehouse_V,City Hall_V,Piers_V,Supermarket_V,Housing Development_V,Boat / Ferry_V,Bridal_V,Bridge_V,Opera House_V,Fried Chicken_V,Conference room_V,Harbor / Marina_V,Shrine_V,Chinese_V,Academic Building_V,University_V,Classroom_V,Asian_V,Gay Bar_V,Boarding_V,Food_V,Mexican_V,Fish & Chips_V,Outdoors & Recreation_V,Design_V,High School_V,Arcade_V,Argentinian_V,Student Center_V,Auditorium_V,Department Store_V,Garden_V,Greek_V,Courthouse_V,Lake_V,Mountain_V,Basketball_V,Education_V,Fair_V,Basketball Court_V,Indie_V,Gym_V,Military Base_V,Distributor_V,Medical_V,Arts_V,Laundry_V,Administrative Building_V,Trail_V,Factory_V,Field_V,Bike Shop_V,Food Court_V,Bus Stop_V,Tennis Court_V,Automotive_V,Laundromat_V,Athletics & Sports_V,Vineyard_V,Animal Shelter_V,Steakhouse_V,Gas Station_V,Rock Club_V,Sculpture_V,Car Washes_V,Construction_V,Soccer_V,Soccer Field_V,Comfort Food_V,Dog Run_V,Campground_V,Veterinarians_V,Thrift / Vintage_V,Video Store_V,Photography Lab_V,Movie Theater_V,BBQ_V,Hospital_V,Cafeteria_V,Auto Dealer_V,Tennis_V,Elementary School_V,Shops_V,Rental Car_V,Capitol Building_V,Beach_V,Antiques_V,Temple_V,Health Food Store_V,Gaming Cafe_V,Deli / Bodega_V,Leather Goods_V,Sushi_V,Funeral Home_V,EV Charging_V,Radio Station_V,Board Shop_V,German_V,Exhibit_V,Motorcycle Shop_V,Metro_V,Internet Cafe_V,Hostel_V,Yoga Studio_V,Club_V,Nightlife_V,Breakfast_V,Agriturismo_V,Rest Areas_V,Tanning Salon_V,Emergency Room_V,Massage Studio_V,Castle_V,Discount Store_V,Pool_V,Farm_V,River_V,Professional_V,Middle Eastern_V,Platform_V,Mall_V,Assisted Living_V,Donuts_V,Spiritual_V,Distillery_V,Camera Store_V,Jazz Club_V,Flea Market_V,Motel_V,Creperie_V,Nightclub_V,Fruit & Vegetable Store_V,Comic Shop_V,Mattress Store_V,Middle School_V,Nursery School_V,Indian_V,Residence Hall_V,Frat House_V,Record Shop_V,Cheese Shop_V,Voting Booth_V,Video Games_V,Trade School_V,Bagels_V,Storage_V,Sicilian_V,Tapas_V,Tuscan_V,Lawyer_V,Well_V,Kebab_V,Moroccan_V,Volleyball Court_V,Fish Market_V,IT Services_V,Shoe Repair_V,Friterie_V,Turkish_V,Juice Bar_V,Lighthouse_V,Beer Store_V,Physical Therapist_V,Theme Park_V,Pastry_V,Law School_V,Stationery Store_V,Social Club_V,Warehouse Store_V,Theme Restaurant_V,Noodles_V,Big Box Store_V,Music School_V,Spanish_V,Photo Studio_V,Print Shop_V,Sports Bar_V,American_V,Resort_V,Toll Booth_V,Gluten-free_V,Fire Station_V,Water Park_V,Insurance Office_V,Dance Studio_V,Souvenir Shop_V,Campanian_V,Vacation Rental_V,Puglia_V,Dry Cleaner_V,Betting Shop_V,Salad_V,Casino_V,Bowling Alley_V,Community Center_V,Research Laboratory_V,Recycling_V,Stadium_V,Garden Center_V,Karaoke_V,Beach Bar_V,Pet Service_V,Wings_V,Auto Garage_V,African_V,Light Rail_V,Skate Park_V,Track_V,Preschool_V,Comedy Club_V,Home Services_V,Bathing Area_V,Stables_V,College & Education_V,Corporate Amenity_V,ATM_V,Baseball Field_V,Hot Spring_V,Preserve_V,Alternative Healer_V,Recruiting Agency_V,Sports Club_V,Shipping Store_V,Strip Club_V,Liquor Store_V,Hot Dogs_V,Surf Spot_V,Volcano_V,Hotel Bar_V,Airport_V,Brazilian_V,Daycare_V,Billiards_V,Whisky Bar_V,Food Stand_V,Football_V,Medical School_V,Golf Course_V,Skating Rink_V,Fishing Store_V,Circus_V,Auto Workshop_V,AVG_Altitude,STD_Altitude
10,Gorizia,34034.0,565273616.0,16609.085502732563,GO,Friuli-Venezia Giulia,45.94376075,13.6172134017551,14.0,0.0004113533525298232,45971.0,0.00030453981858127947,4,8,5,0,0,123,0,1,0,5,1,1,2,1,2,0,0,2,0,1,3,0,1,0,0,2,0,0,1,0,0,0,0,0,2,0,1,0,0,1,1,3,0,0,0,0,5,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0,0,1,1,1,2,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,4,0,0,0,0,0,0,0,1,2,0,0,2,0,0,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,60
11,Trieste,203234.0,3536970049.0,17403.436673981716,TS,Friuli-Venezia Giulia,45.708890000000004,13.764170000000002,22.0,0.00010824960390485844,216247.0,0.00010173551540599408,4,1,3,0,0,121,0,1,0,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,1,0,0,3,0,0,0,0,0,0,0,0,0,4,3,1,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,5,1,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,1,0,2,0,0,1,0,1,0,5,4,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225,144
12,Pordenone,51714.0,927750544.0,17940.0267625788,PN,Friuli-Venezia Giulia,45.956250299999994,12.659719699999998,34.0,0.0006574621959237344,125325.0,0.00027129463395172553,5,4,8,1,1,127,3,1,0,4,1,1,1,2,2,0,4,1,1,2,3,0,2,0,1,1,0,0,0,0,0,2,0,3,1,0,0,0,0,0,0,1,1,0,2,0,7,2,0,0,0,0,1,0,0,2,0,0,0,0,0,0,1,0,1,5,0,5,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,0,2,0,0,1,1,0,0,0,1,0,0,1,2,1,0,0,0,1,0,1,0,0,0,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,16
13,Imperia,42614.0,608708281.0,14284.232435349883,IM,Liguria,43.8862958,8.0267106,25.0,0.0005866616604871638,42614.0,0.0005866616604871638,1,4,5,0,0,105,0,3,1,1,2,0,0,1,0,3,0,2,0,1,1,0,0,0,0,0,0,0,0,2,0,2,1,0,1,1,0,0,0,4,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,5,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,2,0,1,0,1,0,0,0,2,0,1,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,2,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149,109
14,Savona,59933.0,975711596.0,16280.039310563465,SV,Liguria,44.3080251,8.4810315,29.0,0.00048387365891912635,72834.0,0.0003981656918472142,0,5,11,0,0,116,3,4,0,5,3,2,1,3,0,0,2,1,0,3,0,1,1,1,1,0,1,2,0,0,0,0,0,0,0,0,2,0,0,2,1,2,3,0,1,0,2,0,0,0,0,0,5,0,0,0,0,0,0,1,0,2,0,0,1,0,2,4,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,1,0,1,1,0,0,0,0,2,0,1,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,260,162
15,Genova,574090.0,10271400120.0,17891.619989897055,GE,Liguria,44.40726,8.9338624,19.0,3.309585605044505e-05,574090.0,3.309585605044505e-05,3,9,12,1,2,125,0,2,0,1,2,2,0,2,0,1,0,0,0,2,2,0,1,0,4,0,0,0,0,0,0,0,0,1,4,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,2,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,2,1,0,0,4,0,0,0,0,1,0,0,1,0,0,0,0,0,2,2,0,0,0,0,2,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,277,230
16,La Spezia,93288.0,1454559584.0,15592.140296715546,SP,Liguria,44.103387100000006,9.821702199999999,76.0,0.0008146814166881056,123663.0,0.0006145734779198304,4,3,5,1,0,119,3,3,1,3,0,1,1,1,0,1,1,0,0,2,3,0,0,0,0,0,1,0,0,0,0,4,3,0,0,1,1,0,0,2,0,1,1,0,4,0,2,0,0,0,0,0,2,2,0,1,0,0,0,1,0,5,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,1,1,5,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162,151
17,Piacenza,104315.0,1839700533.0,17636.011436514404,PC,Emilia-Romagna,44.84759995,9.66745664735291,16.0,0.00015338158462349614,104315.0,0.00015338158462349614,11,1,5,0,0,119,0,0,0,1,0,1,1,2,1,2,1,3,0,0,1,0,1,2,0,0,0,0,1,0,0,10,1,0,1,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,5,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,1,1,3,0,0,0,0,0,0,1,4,0,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,3,2,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,10
18,Parma,198292.0,3758157596.0,18952.64355596797,PR,Emilia-Romagna,44.6952006,10.0979868969045,13.0,6.555988138704538e-05,243832.0,5.331539748679418e-05,5,3,6,0,0,101,0,0,0,0,1,2,0,0,0,1,0,1,0,2,3,0,0,0,0,1,1,0,0,0,0,4,1,0,0,0,0,0,0,0,1,1,2,0,0,1,1,0,0,0,0,0,2,1,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,34
19,Reggio nell'Emilia,172124.0,2863250495.0,16634.812664125864,RE,Emilia-Romagna,44.697844599999996,10.630495800000002,40.0,0.0002323906021240501,227861.0,0.00017554561772308556,1,2,5,1,1,123,3,1,1,5,4,5,1,2,1,2,2,0,0,5,1,2,1,0,0,1,0,0,0,0,0,0,3,1,0,1,0,1,0,1,0,2,0,0,6,0,5,3,1,0,1,1,3,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,1,0,0,0,2,0,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,3,2,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,21
20,Modena,186830.0,3532127112.0,18905.567157308786,MO,Emilia-Romagna,44.6458885,10.9255707,57.0,0.0003050901889418188,359035.0,0.00015875889537231747,1,2,15,1,1,125,5,2,1,4,1,1,0,2,2,0,3,2,1,6,1,0,1,0,0,8,0,0,0,0,0,1,1,0,0,1,1,1,0,4,0,2,1,0,4,0,2,0,0,0,0,1,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0,2,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,8
